Kod woj.;Województwo;Kod gm.;Gmina;Typ gminy;Powiat;L. obwodów;Frekwencja;% głosów ważnych;JUREK Marek;KACZYŃSKI Jarosław Aleksander;KOMOROWSKI Bronisław Maria;KORWIN-MIKKE Janusz Ryszard;LEPPER Andrzej Zbigniew;MORAWIECKI Kornel Andrzej;NAPIERALSKI Grzegorz Bernard;OLECHOWSKI Andrzej Marian;PAWLAK Waldemar;ZIĘTEK Bogusław Zbigniew
24;śląskie;241713;Świnna, gm.;wiejska;żywiecki;6;57,15;99,23;0,92;43,74;38,81;1,20;1,28;0,06;11,58;0,97;1,34;0,11
24;śląskie;241714;Ujsoły, gm.;wiejska;żywiecki;5;50,18;99,22;0,89;49,66;33,07;1,83;0,94;0,05;11,20;0,84;1,26;0,26
24;śląskie;241715;Węgierska Górka, gm.;wiejska;żywiecki;8;57,84;99,26;1,49;52,02;33,43;1,68;0,90;0,04;8,43;0,90;0,97;0,15
24;śląskie;246101;Bielsko-Biała, m.;miejska;Bielsko-Biała;97;61,47;99,49;1,41;31,88;49,81;2,73;0,45;0,10;11,32;1,37;0,73;0,21
24;śląskie;246201;Bytom, m.;miejska;Bytom;98;49,67;99,29;1,17;29,65;48,36;2,83;0,62;0,14;14,65;1,80;0,47;0,31
24;śląskie;246301;Chorzów, m.;miejska;Chorzów;60;52,45;99,31;1,35;24,52;54,27;2,81;0,59;0,12;13,62;1,81;0,46;0,46
24;śląskie;246401;Częstochowa, m.;miejska;Częstochowa;134;58,94;99,38;0,91;30,91;45,60;3,05;0,51;0,15;16,51;1,51;0,62;0,23
24;śląskie;246501;Dąbrowa Górnicza, m.;miejska;Dąbrowa Górnicza;67;54,89;99,34;0,49;25,50;45,81;2,81;0,68;0,13;21,89;1,72;0,59;0,38
24;śląskie;246601;Gliwice, m.;miejska;Gliwice;114;58,25;99,35;1,52;25,50;53,97;3,00;0,49;0,12;12,69;1,86;0,65;0,21
24;śląskie;246701;Jastrzębie-Zdrój, m.;miejska;Jastrzębie-Zdrój;52;56,24;99,40;1,15;44,61;34,56;2,43;0,78;0,11;14,21;1,23;0,76;0,17
24;śląskie;246801;Jaworzno, m.;miejska;Jaworzno;45;54,47;99,31;0,85;30,80;44,69;3,06;0,59;0,12;17,36;1,54;0,67;0,31
24;śląskie;246901;Katowice, m.;miejska;Katowice;165;59,79;99,43;1,39;28,03;51,83;2,97;0,44;0,13;12,52;1,84;0,48;0,35
24;śląskie;247001;Mysłowice, m.;miejska;Mysłowice;42;56,73;99,27;1,45;35,42;41,84;2,69;0,64;0,11;15,26;1,69;0,61;0,29
24;śląskie;247101;Piekary Śląskie, m.;miejska;Piekary Śląskie;32;53,74;99,11;1,63;37,61;43,17;2,24;0,55;0,10;12,09;1,81;0,52;0,28
24;śląskie;247201;Ruda Śląska, m.;miejska;Ruda Śląska;80;53,09;99,32;1,56;36,70;42,10;2,41;0,55;0,11;13,98;1,71;0,51;0,36
24;śląskie;247301;Rybnik, m.;miejska;Rybnik;73;55,14;99,41;1,92;35,43;44,39;2,54;0,66;0,10;12,18;1,77;0,65;0,35
24;śląskie;247401;Siemianowice Śląskie, m.;miejska;Siemianowice Śląskie;40;54,33;99,37;1,41;25,67;51,90;2,75;0,60;0,15;14,91;1,77;0,51;0,34
24;śląskie;247501;Sosnowiec, m.;miejska;Sosnowiec;118;55,99;99,32;0,55;25,65;45,83;2,82;0,64;0,12;22,17;1,49;0,46;0,27
24;śląskie;247601;Świętochłowice, m.;miejska;Świętochłowice;27;47,76;99,28;1,63;28,83;50,23;2,62;0,57;0,10;13,49;1,61;0,47;0,45
24;śląskie;247701;Tychy, m.;miejska;Tychy;67;59,45;99,41;1,57;31,79;46,72;3,23;0,53;0,11;13,57;1,54;0,61;0,33
24;śląskie;247801;Zabrze, m.;miejska;Zabrze;90;46,22;99,23;1,28;27,70;49,85;2,68;0,71;0,12;15,19;1,55;0,63;0,28
24;śląskie;247901;Żory, m.;miejska;Żory;32;55,39;99,34;1,74;35,51;41,88;2,58;0,82;0,08;14,70;1,58;0,81;0,28
26;świętokrzyskie;260101;Busko-Zdrój, gm.;miejsko-wiejska;buski;33;49,37;99,35;0,50;39,61;34,10;2,31;1,38;0,14;17,03;1,27;3,55;0,11
26;świętokrzyskie;260102;Gnojno, gm.;wiejska;buski;5;35,74;98,22;0,68;58,81;13,78;0,83;2,41;0,15;14,23;0,30;8,81;0,00
26;świętokrzyskie;260103;Nowy Korczyn, gm.;wiejska;buski;5;44,63;99,11;0,39;46,78;22,40;1,38;3,35;0,04;12,81;0,64;12,12;0,09
26;świętokrzyskie;260104;Pacanów, gm.;wiejska;buski;8;39,84;99,15;0,47;47,44;22,20;1,44;4,37;0,00;13,77;0,66;9,48;0,16
26;świętokrzyskie;260105;Solec-Zdrój, gm.;wiejska;buski;6;45,38;98,56;1,09;42,59;24,91;2,50;3,33;0,26;16,48;0,99;7,75;0,10
26;świętokrzyskie;260106;Stopnica, gm.;wiejska;buski;4;39,26;99,65;0,43;48,43;21,90;1,21;2,27;0,04;12,85;0,59;12,26;0,00
26;świętokrzyskie;260107;Tuczępy, gm.;wiejska;buski;3;45,16;98,85;0,51;58,42;15,61;0,88;3,65;0,15;14,37;0,36;6,05;0,00
26;świętokrzyskie;260108;Wiślica, gm.;wiejska;buski;5;37,85;99,51;0,33;46,89;19,08;1,26;4,40;0,22;17,32;0,55;9,95;0,00
26;świętokrzyskie;260201;Imielno, gm.;wiejska;jędrzejowski;4;41,56;99,15;0,66;48,38;17,82;0,79;2,38;0,13;17,49;0,26;11,95;0,13
26;świętokrzyskie;260202;Jędrzejów, gm.;miejsko-wiejska;jędrzejowski;20;50,14;99,43;0,70;43,81;29,18;1,80;1,36;0,08;18,86;1,01;2,93;0,27
26;świętokrzyskie;260203;Małogoszcz, gm.;miejsko-wiejska;jędrzejowski;7;50,91;99,49;0,55;60,46;17,76;1,38;2,03;0,11;13,07;1,12;3,24;0,28
26;świętokrzyskie;260204;Nagłowice, gm.;wiejska;jędrzejowski;9;40,69;99,36;0,52;47,09;17,87;1,80;4,07;0,17;20,72;1,16;5,76;0,81
26;świętokrzyskie;260205;Oksa, gm.;wiejska;jędrzejowski;5;45,00;99,33;0,51;50,45;18,23;1,42;2,55;0,11;16,99;0,45;8,83;0,45
26;świętokrzyskie;260206;Sędziszów, gm.;miejsko-wiejska;jędrzejowski;11;45,11;99,44;1,00;46,41;24,02;1,91;1,64;0,10;20,39;0,81;3,41;0,31
26;świętokrzyskie;260207;Słupia (Jędrzejowska), gm.;wiejska;jędrzejowski;4;40,36;99,52;0,42;45,07;16,46;0,97;5,28;0,21;17,36;0,76;13,33;0,14
26;świętokrzyskie;260208;Sobków, gm.;wiejska;jędrzejowski;6;47,19;99,34;0,51;54,42;20,08;1,62;1,91;0,10;16,36;0,86;3,91;0,22
26;świętokrzyskie;260209;Wodzisław, gm.;wiejska;jędrzejowski;9;42,77;99,48;0,67;45,08;20,69;1,42;4,15;0,26;17,17;0,64;9,50;0,41
26;świętokrzyskie;260301;Bejsce, gm.;wiejska;kazimierski;3;35,72;99,05;0,48;43,87;23,17;1,11;3,66;0,00;16,00;0,48;11,07;0,16
26;świętokrzyskie;260302;Czarnocin, gm.;wiejska;kazimierski;3;39,01;99,55;0,15;43,75;15,51;1,12;5,62;0,15;13,41;0,52;19,40;0,37
26;świętokrzyskie;260303;Kazimierza Wielka, gm.;miejsko-wiejska;kazimierski;12;39,12;99,45;0,27;44,49;26,72;1,94;2,53;0,13;16,68;1,36;5,49;0,38
26;świętokrzyskie;260304;Opatowiec, gm.;wiejska;kazimierski;3;36,70;99,48;0,35;36,05;23,40;1,13;3,55;0,00;21,66;0,43;13,43;0,00
26;świętokrzyskie;260305;Skalbmierz, gm.;miejsko-wiejska;kazimierski;5;35,90;99,60;0,60;50,42;17,67;0,70;5,19;0,15;11,33;0,60;13,18;0,15
26;świętokrzyskie;260401;Bieliny, gm.;wiejska;kielecki;9;43,01;98,89;1,06;62,30;15,23;1,61;2,40;0,06;12,95;0,49;3,83;0,06
26;świętokrzyskie;260402;Bodzentyn, gm.;miejsko-wiejska;kielecki;10;43,24;99,16;0,57;53,58;20,42;1,32;2,14;0,17;13,54;0,70;7,43;0,15
26;świętokrzyskie;260403;Chęciny, gm.;miejsko-wiejska;kielecki;14;51,81;99,31;0,49;48,45;26,49;2,21;1,06;0,13;16,27;1,22;3,40;0,29
26;świętokrzyskie;260404;Chmielnik, gm.;miejsko-wiejska;kielecki;11;49,49;98,97;0,51;57,90;20,46;1,44;1,81;0,11;13,98;0,84;2,59;0,35
26;świętokrzyskie;260405;Daleszyce, gm.;wiejska;kielecki;10;48,09;99,19;0,59;56,42;24,06;1,00;0,87;0,18;13,90;0,82;1,96;0,20
26;świętokrzyskie;260406;Górno, gm.;wiejska;kielecki;8;49,92;99,41;1,05;61,17;17,34;1,80;1,60;0,10;13,08;0,97;2,80;0,10
26;świętokrzyskie;260407;Łagów, gm.;wiejska;kielecki;6;41,73;98,96;1,97;63,64;13,99;1,14;2,75;0,17;9,27;0,39;6,51;0,17
26;świętokrzyskie;260408;Łopuszno, gm.;wiejska;kielecki;10;50,78;99,22;0,78;62,02;14,50;1,29;1,68;0,20;14,72;0,70;3,97;0,14
26;świętokrzyskie;260409;Masłów, gm.;wiejska;kielecki;11;54,70;98,74;0,85;45,47;29,03;2,37;1,25;0,21;16,56;1,35;2,77;0,14
26;świętokrzyskie;260410;Miedziana Góra, gm.;wiejska;kielecki;6;53,59;99,28;0,84;44,84;30,68;2,58;1,47;0,18;14,77;1,38;3,07;0,20
26;świętokrzyskie;260411;Mniów, gm.;wiejska;kielecki;7;49,97;98,93;0,53;66,05;13,93;1,03;2,06;0,06;11,76;0,86;3,62;0,11
26;świętokrzyskie;260412;Morawica, gm.;wiejska;kielecki;10;52,62;99,21;1,09;47,18;29,42;2,55;1,06;0,07;14,56;1,27;2,69;0,10
26;świętokrzyskie;260413;Nowa Słupia, gm.;wiejska;kielecki;7;40,19;99,33;1,52;50,59;21,03;1,95;1,71;0,15;19,69;0,64;2,41;0,30
26;świętokrzyskie;260414;Piekoszów, gm.;wiejska;kielecki;10;50,58;99,28;1,13;55,41;19,28;2,55;1,20;0,10;16,54;1,04;2,51;0,25
26;świętokrzyskie;260415;Pierzchnica, gm.;wiejska;kielecki;5;47,19;98,79;0,28;57,29;19,40;1,01;2,24;0,06;13,81;0,95;4,70;0,28
26;świętokrzyskie;260416;Raków, gm.;wiejska;kielecki;8;43,32;98,91;1,29;54,85;19,94;0,77;2,44;0,05;13,58;0,72;6,22;0,14
26;świętokrzyskie;260417;Sitkówka-Nowiny, gm.;wiejska;kielecki;6;56,66;98,73;0,84;42,66;34,63;2,35;0,97;0,10;15,32;1,29;1,61;0,23
26;świętokrzyskie;260418;Strawczyn, gm.;wiejska;kielecki;7;52,86;99,46;0,72;58,97;17,90;1,76;1,59;0,12;13,98;0,74;3,94;0,27
26;świętokrzyskie;260419;Zagnańsk, gm.;wiejska;kielecki;10;55,50;99,24;0,84;48,63;29,62;2,02;1,06;0,05;15,16;0,87;1,50;0,24
26;świętokrzyskie;260501;Fałków, gm.;wiejska;konecki;3;44,58;99,17;0,84;59,70;18,39;1,17;2,57;0,06;13,97;0,61;2,57;0,11
26;świętokrzyskie;260502;Gowarczów, gm.;wiejska;konecki;4;43,96;98,81;0,78;52,83;20,75;1,27;2,90;0,00;16,65;1,15;3,56;0,12
26;świętokrzyskie;260503;Końskie, gm.;miejsko-wiejska;konecki;23;53,91;99,22;0,69;43,99;33,13;2,37;1,05;0,11;16,19;1,14;1,12;0,20
26;świętokrzyskie;260504;Radoszyce, gm.;wiejska;konecki;7;46,76;99,40;0,66;67,39;13,99;1,12;2,80;0,12;9,72;0,87;3,29;0,06
26;świętokrzyskie;260505;Ruda Maleniecka, gm.;wiejska;konecki;5;52,79;98,85;1,16;55,25;20,12;1,43;1,71;0,14;14,53;0,48;5,05;0,14
26;świętokrzyskie;260506;Słupia (Konecka), gm.;wiejska;konecki;5;47,79;99,35;0,95;56,81;17,57;1,24;2,64;0,07;13,84;0,51;6,08;0,29
26;świętokrzyskie;260507;Smyków, gm.;wiejska;konecki;5;51,68;99,14;0,86;61,91;17,45;0,73;1,13;0,07;13,60;1,53;2,32;0,40
26;świętokrzyskie;260508;Stąporków, gm.;miejsko-wiejska;konecki;14;43,27;99,21;0,82;41,75;31,72;2,30;1,43;0,11;18,98;1,04;1,68;0,18
26;świętokrzyskie;260601;Baćkowice, gm.;wiejska;opatowski;4;43,47;99,29;0,50;66,92;9,39;1,10;2,54;0,00;11,87;0,50;6,90;0,28
26;świętokrzyskie;260602;Iwaniska, gm.;wiejska;opatowski;6;44,42;99,40;0,68;60,60;13,55;0,84;2,73;0,12;13,87;0,52;6,92;0,16
26;świętokrzyskie;260603;Lipnik, gm.;wiejska;opatowski;4;40,39;99,21;0,59;49,52;19,05;1,28;3,63;0,16;17,13;0,80;7,58;0,27
26;świętokrzyskie;260604;Opatów, gm.;miejsko-wiejska;opatowski;14;48,26;99,24;0,61;42,85;23,20;1,56;1,83;0,12;22,15;1,07;6,41;0,20
26;świętokrzyskie;260605;Ożarów, gm.;miejsko-wiejska;opatowski;11;39,55;99,14;0,42;36,32;27,92;1,86;3,37;0,25;23,46;0,70;5,54;0,17
26;świętokrzyskie;260606;Sadowie, gm.;wiejska;opatowski;3;40,25;99,36;0,43;46,41;16,31;1,22;3,95;0,07;21,91;0,65;8,69;0,36
26;świętokrzyskie;260607;Tarłów, gm.;wiejska;opatowski;6;36,22;98,57;1,27;50,48;16,63;1,09;3,81;0,18;17,71;1,57;7,26;0,00
26;świętokrzyskie;260608;Wojciechowice, gm.;wiejska;opatowski;4;41,24;99,19;0,55;35,51;18,34;1,84;3,75;0,20;22,15;0,82;16,50;0,34
26;świętokrzyskie;260701;Ostrowiec Świętokrzyski, m.;miejska;ostrowiecki;41;48,74;99,44;0,66;35,03;36,64;2,44;0,72;0,08;21,99;1,16;1,09;0,20
26;świętokrzyskie;260702;Bałtów, gm.;wiejska;ostrowiecki;4;39,43;99,36;0,65;38,12;23,60;1,54;3,24;0,24;23,20;0,73;8,43;0,24
26;świętokrzyskie;260703;Bodzechów, gm.;wiejska;ostrowiecki;12;45,13;99,39;0,90;38,69;28,50;2,11;1,83;0,20;22,88;1,14;3,47;0,28
26;świętokrzyskie;260704;Ćmielów, gm.;miejsko-wiejska;ostrowiecki;6;40,67;99,09;0,46;36,55;23,32;1,58;2,46;0,15;28,40;0,96;5,77;0,35
26;świętokrzyskie;260705;Kunów, gm.;miejsko-wiejska;ostrowiecki;11;42,95;99,26;0,86;42,59;29,55;1,98;2,15;0,11;19,24;0,95;2,13;0,43
26;świętokrzyskie;260706;Waśniów, gm.;wiejska;ostrowiecki;5;40,07;99,30;0,66;60,08;11,45;1,11;2,52;0,13;14,28;0,49;9,15;0,13
26;świętokrzyskie;260801;Działoszyce, gm.;miejsko-wiejska;pińczowski;6;36,43;98,99;0,54;32,75;23,17;0,84;4,91;0,12;19,46;0,48;17,43;0,30
26;świętokrzyskie;260802;Kije, gm.;wiejska;pińczowski;4;45,97;99,36;0,76;54,09;17,28;1,70;2,88;0,06;17,93;1,00;4,23;0,06
26;świętokrzyskie;260803;Michałów, gm.;wiejska;pińczowski;4;38,64;99,60;0,46;47,05;17,67;0,79;4,50;0,13;19,66;0,73;8,87;0,13
26;świętokrzyskie;260804;Pińczów, gm.;miejsko-wiejska;pińczowski;17;46,63;99,34;0,43;34,39;33,56;2,63;2,86;0,08;21,01;1,04;3,75;0,25
26;świętokrzyskie;260805;Złota, gm.;wiejska;pińczowski;3;36,85;99,12;0,14;35,69;21,35;1,84;3,47;0,07;23,52;0,34;13,53;0,07
26;świętokrzyskie;260901;Sandomierz, m.;miejska;sandomierski;15;50,60;99,37;1,07;33,83;40,55;2,24;0,95;0,07;18,31;1,25;1,51;0,23
26;świętokrzyskie;260902;Dwikozy, gm.;wiejska;sandomierski;8;35,66;99,18;0,56;37,11;28,03;2,44;2,36;0,15;16,55;0,90;11,82;0,08
26;świętokrzyskie;260903;Klimontów, gm.;wiejska;sandomierski;7;39,97;99,50;0,29;55,27;20,83;0,65;2,97;0,04;14,56;0,43;4,89;0,07
26;świętokrzyskie;260904;Koprzywnica, gm.;miejsko-wiejska;sandomierski;7;51,10;99,24;0,77;61,90;14,02;1,29;2,78;0,07;12,98;0,66;5,46;0,07
26;świętokrzyskie;260905;Łoniów, gm.;wiejska;sandomierski;4;46,35;99,28;0,54;61,67;15,66;1,44;2,53;0,07;12,70;0,43;4,91;0,04
26;świętokrzyskie;260906;Obrazów, gm.;wiejska;sandomierski;5;45,68;98,96;0,44;48,32;17,88;1,74;3,47;0,08;16,51;0,40;11,02;0,12
26;świętokrzyskie;260907;Samborzec, gm.;wiejska;sandomierski;5;48,08;99,32;0,71;51,40;16,84;1,28;2,56;0,40;14,30;0,66;11,71;0,14
26;świętokrzyskie;260908;Wilczyce, gm.;wiejska;sandomierski;5;41,35;99,23;0,39;40,99;17,25;1,55;5,18;0,00;16,32;0,54;17,32;0,46
26;świętokrzyskie;260909;Zawichost, gm.;miejsko-wiejska;sandomierski;3;40,74;99,04;0,52;42,11;20,15;0,90;2,83;0,06;22,09;0,52;10,62;0,19
26;świętokrzyskie;261001;Skarżysko-Kamienna, m.;miejska;skarżyski;33;54,08;99,40;0,62;37,85;37,86;2,76;0,65;0,14;17,44;1,73;0,74;0,22
26;świętokrzyskie;261002;Bliżyn, gm.;wiejska;skarżyski;5;45,94;98,99;0,65;46,29;32,45;2,08;1,21;0,03;14,86;1,24;1,09;0,09
26;świętokrzyskie;261003;Łączna, gm.;wiejska;skarżyski;6;47,79;99,11;1,10;57,42;19,57;2,49;1,15;0,10;12,70;1,25;4,03;0,20
26;świętokrzyskie;261004;Skarżysko Kościelne, gm.;wiejska;skarżyski;5;52,80;99,27;0,89;45,76;27,16;2,74;2,33;0,22;17,02;1,52;2,22;0,15
26;świętokrzyskie;261005;Suchedniów, gm.;miejsko-wiejska;skarżyski;9;52,37;99,15;0,82;40,12;37,00;3,01;0,73;0,17;15,23;1,57;1,12;0,24
26;świętokrzyskie;261101;Starachowice, m.;miejska;starachowicki;26;52,02;99,45;0,85;35,64;39,16;2,69;0,63;0,15;18,49;1,35;0,83;0,21
26;świętokrzyskie;261102;Brody, gm.;wiejska;starachowicki;14;45,99;99,19;0,82;52,95;24,98;1,91;1,22;0,20;13,95;1,04;2,63;0,30
26;świętokrzyskie;261103;Mirzec, gm.;wiejska;starachowicki;9;52,45;99,72;0,70;54,86;18,18;2,31;2,00;0,14;16,13;1,01;4,48;0,17
26;świętokrzyskie;261104;Pawłów, gm.;wiejska;starachowicki;12;43,73;98,97;1,02;65,79;12,29;1,10;2,40;0,10;12,79;0,68;3,65;0,17
26;świętokrzyskie;261105;Wąchock, gm.;miejsko-wiejska;starachowicki;6;50,17;99,01;0,62;47,15;29,38;2,20;1,03;0,14;16,09;1,58;1,65;0,17
26;świętokrzyskie;261201;Bogoria, gm.;wiejska;staszowski;6;41,21;99,62;0,57;57,54;17,26;0,92;2,44;0,11;14,01;1,07;5,84;0,23
26;świętokrzyskie;261202;Łubnice, gm.;wiejska;staszowski;4;46,97;99,16;0,67;58,85;14,06;0,97;4,48;0,06;13,45;0,55;6,85;0,06
26;świętokrzyskie;261203;Oleśnica, gm.;wiejska;staszowski;3;40,81;99,47;0,38;59,00;19,39;2,15;1,76;0,08;8,97;1,15;6,82;0,31
26;świętokrzyskie;261204;Osiek, gm.;miejsko-wiejska;staszowski;8;48,98;99,32;0,39;71,32;9,30;0,81;1,89;0,10;12,65;0,16;3,28;0,10
26;świętokrzyskie;261205;Połaniec, gm.;miejsko-wiejska;staszowski;8;51,00;99,37;0,37;54,74;23,46;2,48;1,30;0,06;15,32;0,83;1,38;0,06
26;świętokrzyskie;261206;Rytwiany, gm.;wiejska;staszowski;6;42,08;99,49;1,07;53,73;20,66;1,82;1,96;0,09;16,79;0,65;3,03;0,19
26;świętokrzyskie;261207;Staszów, gm.;miejsko-wiejska;staszowski;20;46,34;99,66;0,88;44,45;32,10;2,03;0,88;0,06;16,31;1,08;2,13;0,09
26;świętokrzyskie;261208;Szydłów, gm.;wiejska;staszowski;4;41,37;99,23;0,54;48,42;17,27;1,97;3,17;0,06;16,62;0,78;11,00;0,18
26;świętokrzyskie;261301;Kluczewsko, gm.;wiejska;włoszczowski;4;52,08;98,81;0,32;56,16;15,51;1,25;2,22;0,18;15,97;0,74;7,57;0,09
26;świętokrzyskie;261302;Krasocin, gm.;wiejska;włoszczowski;6;50,07;99,25;0,92;56,94;19,08;2,63;1,97;0,09;14,38;0,61;3,06;0,31
26;świętokrzyskie;261303;Moskorzew, gm.;wiejska;włoszczowski;4;46,14;99,28;0,99;48,02;16,85;0,63;5,05;0,09;21,53;0,36;6,22;0,27
26;świętokrzyskie;261304;Radków, gm.;wiejska;włoszczowski;3;40,75;99,55;0,22;35,72;25,42;1,34;4,82;0,56;23,85;0,34;7,73;0,00
26;świętokrzyskie;261305;Secemin, gm.;wiejska;włoszczowski;7;40,58;99,12;0,30;45,38;21,27;0,95;3,14;0,06;22,22;0,41;6,04;0,24
26;świętokrzyskie;261306;Włoszczowa, gm.;miejsko-wiejska;włoszczowski;19;53,37;99,40;0,67;50,92;21,67;2,63;1,57;0,25;18,12;0,99;2,96;0,21
26;świętokrzyskie;266101;Kielce, m.;miejska;Kielce;96;60,89;99,31;0,81;35,43;41,55;3,04;0,51;0,11;15,63;1,71;1,05;0,17
28;warmińsko-mazurskie;280101;Bartoszyce, m.;miejska;bartoszycki;13;54,25;99,50;0,66;26,18;48,79;2,30;1,33;0,13;18,21;1,03;1,19;0,17
28;warmińsko-mazurskie;280102;Górowo Iławeckie, m.;miejska;bartoszycki;2;47,03;99,59;0,29;20,92;57,87;1,94;1,76;0,06;14,92;1,12;0,71;0,41
28;warmińsko-mazurskie;280103;Bartoszyce, gm.;wiejska;bartoszycki;7;39,68;98,97;0,95;30,32;37,73;2,03;5,06;0,12;17,69;1,07;4,79;0,24
28;warmińsko-mazurskie;280104;Bisztynek, gm.;miejsko-wiejska;bartoszycki;4;37,12;98,73;0,50;23,04;45,89;1,24;3,91;0,10;22,05;1,09;1,73;0,45
28;warmińsko-mazurskie;280105;Górowo Iławeckie, gm.;wiejska;bartoszycki;5;34,87;98,98;0,50;17,09;55,52;1,57;5,09;0,21;17,13;0,99;1,65;0,25
28;warmińsko-mazurskie;280106;Sępopol, gm.;miejsko-wiejska;bartoszycki;6;37,97;99,47;0,19;28,16;44,89;2,22;5,21;0,19;15,33;1,30;2,36;0,14
28;warmińsko-mazurskie;280201;Braniewo, m.;miejska;braniewski;10;52,88;99,30;0,66;26,16;47,17;2,64;1,21;0,08;19,51;1,29;1,01;0,27
28;warmińsko-mazurskie;280202;Braniewo, gm.;wiejska;braniewski;5;39,32;99,39;0,72;24,95;41,08;2,16;5,15;0,10;20,52;1,75;3,30;0,26
28;warmińsko-mazurskie;280203;Frombork, gm.;miejsko-wiejska;braniewski;3;49,12;99,36;0,71;20,03;50,52;2,91;2,78;0,26;18,73;0,97;2,91;0,19
28;warmińsko-mazurskie;280204;Lelkowo, gm.;wiejska;braniewski;4;37,61;97,93;0,74;24,13;46,46;1,38;8,47;0,21;14,50;0,63;3,28;0,21
28;warmińsko-mazurskie;280205;Pieniężno, gm.;miejsko-wiejska;braniewski;7;37,79;99,29;1,28;29,44;42,07;2,09;5,98;0,19;15,81;1,09;1,80;0,24
28;warmińsko-mazurskie;280206;Płoskinia, gm.;wiejska;braniewski;3;39,16;99,50;1,13;25,44;43,73;1,38;6,02;0,13;18,80;1,25;1,88;0,25
28;warmińsko-mazurskie;280207;Wilczęta, gm.;wiejska;braniewski;3;33,21;97,72;0,49;23,77;41,42;1,59;5,88;0,12;21,08;0,61;4,53;0,49
28;warmińsko-mazurskie;280301;Działdowo, m.;miejska;działdowski;14;53,09;99,31;0,77;29,95;45,72;2,28;1,06;0,03;18,15;0,96;0,95;0,13
28;warmińsko-mazurskie;280302;Działdowo, gm.;wiejska;działdowski;12;40,03;98,22;0,62;33,79;40,12;1,40;3,32;0,14;17,05;0,51;2,77;0,27
28;warmińsko-mazurskie;280303;Iłowo-Osada, gm.;wiejska;działdowski;5;48,20;99,31;0,92;41,01;32,11;1,40;1,88;0,26;19,31;0,77;2,21;0,15
28;warmińsko-mazurskie;280304;Lidzbark, gm.;miejsko-wiejska;działdowski;9;44,56;99,35;0,69;39,39;36,06;1,40;1,88;0,15;16,58;0,88;2,83;0,12
28;warmińsko-mazurskie;280305;Płośnica, gm.;wiejska;działdowski;5;42,19;99,49;0,26;35,86;33,81;0,92;3,73;0,10;18,57;0,97;5,52;0,26
28;warmińsko-mazurskie;280306;Rybno, gm.;wiejska;działdowski;7;52,01;99,35;0,62;46,71;29,19;1,24;2,65;0,07;14,70;0,72;3,86;0,24
28;warmińsko-mazurskie;280401;Elbląg, gm.;wiejska;elbląski;5;39,53;99,15;0,81;28,19;43,86;2,19;2,76;0,14;18,33;1,10;2,38;0,24
28;warmińsko-mazurskie;280402;Godkowo, gm.;wiejska;elbląski;3;34,20;99,35;0,11;36,00;33,48;2,74;6,02;0,22;17,94;0,55;2,84;0,11
28;warmińsko-mazurskie;280403;Gronowo Elbląskie, gm.;wiejska;elbląski;2;41,89;99,02;0,56;23,56;50,34;1,55;2,98;0,06;17,23;0,81;2,85;0,06
28;warmińsko-mazurskie;280404;Markusy, gm.;wiejska;elbląski;3;37,50;98,97;0,61;31,02;38,84;1,48;4,78;0,00;17,55;1,22;4,34;0,17
28;warmińsko-mazurskie;280405;Milejewo, gm.;wiejska;elbląski;2;44,31;99,16;0,56;40,15;37,34;2,16;1,97;0,28;13,98;0,94;2,53;0,09
28;warmińsko-mazurskie;280406;Młynary, gm.;miejsko-wiejska;elbląski;3;45,62;99,08;0,99;30,41;42,13;1,91;3,95;0,25;14,99;1,48;3,58;0,31
28;warmińsko-mazurskie;280407;Pasłęk, gm.;miejsko-wiejska;elbląski;14;44,87;99,37;0,62;27,82;48,53;2,21;2,16;0,10;15,45;1,32;1,65;0,14
28;warmińsko-mazurskie;280408;Rychliki, gm.;wiejska;elbląski;3;35,58;98,71;0,44;21,78;51,92;1,83;3,05;0,09;17,60;0,78;2,26;0,26
28;warmińsko-mazurskie;280409;Tolkmicko, gm.;miejsko-wiejska;elbląski;7;43,64;99,00;0,97;25,56;50,11;2,29;2,03;0,22;15,56;1,54;1,59;0,13
28;warmińsko-mazurskie;280501;Ełk, m.;miejska;ełcki;30;49,02;99,02;1,17;32,50;45,90;2,61;0,95;0,11;14,31;1,30;0,98;0,17
28;warmińsko-mazurskie;280502;Ełk, gm.;wiejska;ełcki;8;39,33;98,00;1,02;29,51;47,23;1,72;2,90;0,19;12,68;0,73;3,76;0,25
28;warmińsko-mazurskie;280503;Kalinowo, gm.;wiejska;ełcki;6;35,13;99,31;0,69;31,58;41,83;1,75;5,68;0,16;12,85;0,90;4,46;0,11
28;warmińsko-mazurskie;280504;Prostki, gm.;wiejska;ełcki;5;34,22;98,56;1,01;32,59;42,52;1,31;2,92;0,05;15,82;1,01;2,67;0,10
28;warmińsko-mazurskie;280505;Stare Juchy, gm.;wiejska;ełcki;3;37,71;99,33;0,59;30,96;47,73;1,34;3,44;0,08;11,66;1,09;2,85;0,25
28;warmińsko-mazurskie;280601;Giżycko, m.;miejska;giżycki;15;55,06;99,27;0,71;23,39;54,37;2,95;1,03;0,13;14,53;1,52;1,17;0,19
28;warmińsko-mazurskie;280604;Giżycko, gm.;wiejska;giżycki;8;44,94;99,09;0,53;24,39;50,76;2,68;2,96;0,28;13,97;1,55;2,68;0,21
